"idx","title","value","genres"
595,"Twister (1996)",1,"Romance"
595,"Twister (1996)",1,"Thriller"
596,"Barb Wire (1996)",1,"Action"
596,"Barb Wire (1996)",1,"Sci-Fi"
597,"Ghost in the Shell (Kôkaku kidôtai) (1995)",1,"Animation"
597,"Ghost in the Shell (Kôkaku kidôtai) (1995)",1,"Sci-Fi"
598,"Thinner (1996)",1,"Horror"
598,"Thinner (1996)",1,"Thriller"
599,"Spy Hard (1996)",1,"Comedy"
600,"Wallace & Gromit: A Close Shave (1995)",1,"Animation"
600,"Wallace & Gromit: A Close Shave (1995)",1,"Children"
600,"Wallace & Gromit: A Close Shave (1995)",1,"Comedy"
601,"Stupids, The (1996)",1,"Comedy"
602,"Arrival, The (1996)",1,"Action"
602,"Arrival, The (1996)",1,"Sci-Fi"
602,"Arrival, The (1996)",1,"Thriller"
603,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)",1,"Comedy"
603,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)",1,"War"
604,"Ashes of Time (Dung che sai duk) (1994)",1,"Drama"
605,"Maya Lin: A Strong Clear Vision (1994)",1,"Documentary"
606,"Stalingrad (1993)",1,"Drama"
606,"Stalingrad (1993)",1,"War"
607,"Phantom, The (1996)",1,"Action"
607,"Phantom, The (1996)",1,"Adventure"
608,"Striptease (1996)",1,"Comedy"
608,"Striptease (1996)",1,"Crime"
609,"Heavy (1995)",1,"Drama"
609,"Heavy (1995)",1,"Romance"
610,"Jack (1996)",1,"Comedy"
610,"Jack (1996)",1,"Drama"
611,"I Shot Andy Warhol (1996)",1,"Drama"
612,"Touki Bouki (1973)",1,"Drama"
613,"Spirits of the Dead (1968)",1,"Horror"
613,"Spirits of the Dead (1968)",1,"Mystery"
614,"Trainspotting (1996)",1,"Comedy"
614,"Trainspotting (1996)",1,"Crime"
614,"Trainspotting (1996)",1,"Drama"
615,"'Til There Was You (1997)",1,"Drama"
615,"'Til There Was You (1997)",1,"Romance"
616,"Independence Day (a.k.a. ID4) (1996)",1,"Action"
616,"Independence Day (a.k.a. ID4) (1996)",1,"Adventure"
616,"Independence Day (a.k.a. ID4) (1996)",1,"Sci-Fi"
616,"Independence Day (a.k.a. ID4) (1996)",1,"Thriller"
617,"Stealing Beauty (1996)",1,"Drama"
618,"Fan, The (1996)",1,"Drama"
618,"Fan, The (1996)",1,"Thriller"
619,"Hunchback of Notre Dame, The (1996)",1,"Animation"
619,"Hunchback of Notre Dame, The (1996)",1,"Children"
619,"Hunchback of Notre Dame, The (1996)",1,"Drama"
619,"Hunchback of Notre Dame, The (1996)",1,"Musical"
619,"Hunchback of Notre Dame, The (1996)",1,"Romance"
620,"Cable Guy, The (1996)",1,"Comedy"
620,"Cable Guy, The (1996)",1,"Thriller"
621,"Kingpin (1996)",1,"Comedy"
622,"Eraser (1996)",1,"Action"
622,"Eraser (1996)",1,"Drama"
622,"Eraser (1996)",1,"Thriller"
623,"Nutty Professor, The (1996)",1,"Comedy"
623,"Nutty Professor, The (1996)",1,"Fantasy"
623,"Nutty Professor, The (1996)",1,"Romance"
623,"Nutty Professor, The (1996)",1,"Sci-Fi"
624,"Unforgettable Summer, An (Un été inoubliable) (1994)",1,"Drama"
625,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",1,"Documentary"
626,"Somebody to Love (1994)",1,"Drama"
627,"Daylight (1996)",1,"Action"
627,"Daylight (1996)",1,"Adventure"
627,"Daylight (1996)",1,"Drama"
627,"Daylight (1996)",1,"Thriller"
628,"Frighteners, The (1996)",1,"Comedy"
628,"Frighteners, The (1996)",1,"Horror"
628,"Frighteners, The (1996)",1,"Thriller"
629,"Lone Star (1996)",1,"Drama"
629,"Lone Star (1996)",1,"Mystery"
629,"Lone Star (1996)",1,"Western"
630,"Harriet the Spy (1996)",1,"Children"
630,"Harriet the Spy (1996)",1,"Comedy"
631,"Phenomenon (1996)",1,"Drama"
631,"Phenomenon (1996)",1,"Romance"
632,"Walking and Talking (1996)",1,"Comedy"
632,"Walking and Talking (1996)",1,"Drama"
632,"Walking and Talking (1996)",1,"Romance"
633,"She's the One (1996)",1,"Comedy"
633,"She's the One (1996)",1,"Romance"
634,"Time to Kill, A (1996)",1,"Drama"
634,"Time to Kill, A (1996)",1,"Thriller"
635,"American Buffalo (1996)",1,"Crime"
635,"American Buffalo (1996)",1,"Drama"
636,"Alaska (1996)",1,"Adventure"
636,"Alaska (1996)",1,"Children"
637,"Fled (1996)",1,"Action"
637,"Fled (1996)",1,"Adventure"
638,"Kazaam (1996)",1,"Children"
638,"Kazaam (1996)",1,"Comedy"
638,"Kazaam (1996)",1,"Fantasy"
639,"Larger Than Life (1996)",1,"Comedy"
640,"Very Brady Sequel, A (1996)",1,"Comedy"
641,"Collector, The (La collectionneuse) (1967)",1,"Drama"
642,"Kaspar Hauser (1993)",1,"Drama"
642,"Kaspar Hauser (1993)",1,"Mystery"
643,"Adventures of Pinocchio, The (1996)",1,"Adventure"
643,"Adventures of Pinocchio, The (1996)",1,"Children"
644,"Joe's Apartment (1996)",1,"Comedy"
644,"Joe's Apartment (1996)",1,"Fantasy"
644,"Joe's Apartment (1996)",1,"Musical"
645,"First Wives Club, The (1996)",1,"Comedy"
646,"Ransom (1996)",1,"Crime"
646,"Ransom (1996)",1,"Thriller"
647,"High School High (1996)",1,"Comedy"
648,"Foxfire (1996)",1,"Drama"
649,"Chain Reaction (1996)",1,"Action"
649,"Chain Reaction (1996)",1,"Adventure"
649,"Chain Reaction (1996)",1,"Thriller"
650,"Matilda (1996)",1,"Children"
650,"Matilda (1996)",1,"Comedy"
650,"Matilda (1996)",1,"Fantasy"
651,"Emma (1996)",1,"Comedy"
651,"Emma (1996)",1,"Drama"
651,"Emma (1996)",1,"Romance"
652,"Crow: City of Angels, The (1996)",1,"Action"
652,"Crow: City of Angels, The (1996)",1,"Thriller"
653,"House Arrest (1996)",1,"Children"
653,"House Arrest (1996)",1,"Comedy"
654,"Eyes Without a Face (Yeux sans visage, Les) (1959)",1,"Horror"
655,"Tales from the Crypt Presents: Bordello of Blood (1996)",1,"Comedy"
655,"Tales from the Crypt Presents: Bordello of Blood (1996)",1,"Horror"
656,"Spitfire Grill, The (1996)",1,"Drama"
657,"Escape from L.A. (1996)",1,"Action"
657,"Escape from L.A. (1996)",1,"Adventure"
657,"Escape from L.A. (1996)",1,"Sci-Fi"
657,"Escape from L.A. (1996)",1,"Thriller"
658,"Basquiat (1996)",1,"Drama"
659,"Tin Cup (1996)",1,"Comedy"
659,"Tin Cup (1996)",1,"Drama"
659,"Tin Cup (1996)",1,"Romance"
660,"Godfather, The (1972)",1,"Crime"
660,"Godfather, The (1972)",1,"Drama"
661,"Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)",1,"Action"
661,"Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)",1,"Comedy"
661,"Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)",1,"Crime"
661,"Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)",1,"Thriller"
662,"Bound (1996)",1,"Crime"
662,"Bound (1996)",1,"Drama"
662,"Bound (1996)",1,"Romance"
662,"Bound (1996)",1,"Thriller"
663,"Carpool (1996)",1,"Comedy"
663,"Carpool (1996)",1,"Crime"
664,"Kansas City (1996)",1,"Crime"
664,"Kansas City (1996)",1,"Drama"
664,"Kansas City (1996)",1,"Musical"
664,"Kansas City (1996)",1,"Thriller"
665,"Gone Fishin' (1997)",1,"Comedy"
666,"Nothing to Lose (1994)",1,"Action"
666,"Nothing to Lose (1994)",1,"Crime"
666,"Nothing to Lose (1994)",1,"Drama"
667,"Supercop 2 (Project S) (Chao ji ji hua) (1993)",1,"Action"
667,"Supercop 2 (Project S) (Chao ji ji hua) (1993)",1,"Comedy"
667,"Supercop 2 (Project S) (Chao ji ji hua) (1993)",1,"Crime"
667,"Supercop 2 (Project S) (Chao ji ji hua) (1993)",1,"Thriller"
668,"Relic, The (1997)",1,"Horror"
668,"Relic, The (1997)",1,"Thriller"
669,"Island of Dr. Moreau, The (1996)",1,"Sci-Fi"
669,"Island of Dr. Moreau, The (1996)",1,"Thriller"
670,"First Kid (1996)",1,"Children"
670,"First Kid (1996)",1,"Comedy"
671,"Trigger Effect, The (1996)",1,"Drama"
671,"Trigger Effect, The (1996)",1,"Thriller"
672,"Bogus (1996)",1,"Children"
672,"Bogus (1996)",1,"Drama"
672,"Bogus (1996)",1,"Fantasy"
673,"Bulletproof (1996)",1,"Action"
673,"Bulletproof (1996)",1,"Comedy"
673,"Bulletproof (1996)",1,"Crime"
674,"Land Before Time III: The Time of the Great Giving (1995)",1,"Adventure"
674,"Land Before Time III: The Time of the Great Giving (1995)",1,"Animation"
674,"Land Before Time III: The Time of the Great Giving (1995)",1,"Children"
674,"Land Before Time III: The Time of the Great Giving (1995)",1,"Musical"
675,"1-900 (06) (1994)",1,"Drama"
675,"1-900 (06) (1994)",1,"Romance"
676,"Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)",1,"Horror"
676,"Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)",1,"Thriller"
677,"Twelfth Night (1996)",1,"Comedy"
677,"Twelfth Night (1996)",1,"Drama"
677,"Twelfth Night (1996)",1,"Romance"
678,"Mother Night (1996)",1,"Drama"
679,"Wild Reeds (Les roseaux sauvages) (1994)",1,"Drama"
680,"For Whom the Bell Tolls (1943)",1,"Adventure"
680,"For Whom the Bell Tolls (1943)",1,"Drama"
680,"For Whom the Bell Tolls (1943)",1,"Romance"
680,"For Whom the Bell Tolls (1943)",1,"War"
681,"Philadelphia Story, The (1940)",1,"Comedy"
681,"Philadelphia Story, The (1940)",1,"Drama"
681,"Philadelphia Story, The (1940)",1,"Romance"
682,"Singin' in the Rain (1952)",1,"Comedy"
682,"Singin' in the Rain (1952)",1,"Musical"
682,"Singin' in the Rain (1952)",1,"Romance"
683,"American in Paris, An (1951)",1,"Musical"
683,"American in Paris, An (1951)",1,"Romance"
684,"Funny Face (1957)",1,"Comedy"
684,"Funny Face (1957)",1,"Musical"
685,"Breakfast at Tiffany's (1961)",1,"Drama"
685,"Breakfast at Tiffany's (1961)",1,"Romance"
686,"Vertigo (1958)",1,"Drama"
686,"Vertigo (1958)",1,"Mystery"
686,"Vertigo (1958)",1,"Romance"
686,"Vertigo (1958)",1,"Thriller"
687,"Rear Window (1954)",1,"Mystery"
687,"Rear Window (1954)",1,"Thriller"
688,"It Happened One Night (1934)",1,"Comedy"
688,"It Happened One Night (1934)",1,"Romance"
689,"Gaslight (1944)",1,"Drama"
689,"Gaslight (1944)",1,"Thriller"
690,"Gay Divorcee, The (1934)",1,"Comedy"
690,"Gay Divorcee, The (1934)",1,"Musical"
690,"Gay Divorcee, The (1934)",1,"Romance"
691,"North by Northwest (1959)",1,"Action"
691,"North by Northwest (1959)",1,"Adventure"
691,"North by Northwest (1959)",1,"Mystery"
691,"North by Northwest (1959)",1,"Romance"
691,"North by Northwest (1959)",1,"Thriller"
692,"Apartment, The (1960)",1,"Comedy"
692,"Apartment, The (1960)",1,"Drama"
692,"Apartment, The (1960)",1,"Romance"
693,"Some Like It Hot (1959)",1,"Comedy"
693,"Some Like It Hot (1959)",1,"Crime"
694,"Charade (1963)",1,"Comedy"
694,"Charade (1963)",1,"Crime"
694,"Charade (1963)",1,"Mystery"
694,"Charade (1963)",1,"Romance"
694,"Charade (1963)",1,"Thriller"
695,"Casablanca (1942)",1,"Drama"
695,"Casablanca (1942)",1,"Romance"
696,"Maltese Falcon, The (1941)",1,"Film-Noir"
696,"Maltese Falcon, The (1941)",1,"Mystery"
697,"My Fair Lady (1964)",1,"Comedy"
697,"My Fair Lady (1964)",1,"Drama"
697,"My Fair Lady (1964)",1,"Musical"
697,"My Fair Lady (1964)",1,"Romance"
698,"Sabrina (1954)",1,"Comedy"
698,"Sabrina (1954)",1,"Romance"
699,"Roman Holiday (1953)",1,"Comedy"
699,"Roman Holiday (1953)",1,"Drama"
699,"Roman Holiday (1953)",1,"Romance"
700,"Little Princess, The (1939)",1,"Children"
700,"Little Princess, The (1939)",1,"Drama"
701,"Meet Me in St. Louis (1944)",1,"Musical"
702,"Wizard of Oz, The (1939)",1,"Adventure"
702,"Wizard of Oz, The (1939)",1,"Children"
702,"Wizard of Oz, The (1939)",1,"Fantasy"
702,"Wizard of Oz, The (1939)",1,"Musical"
703,"Gone with the Wind (1939)",1,"Drama"
703,"Gone with the Wind (1939)",1,"Romance"
703,"Gone with the Wind (1939)",1,"War"
704,"My Favorite Year (1982)",1,"Comedy"
705,"Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)",1,"Drama"
705,"Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)",1,"Film-Noir"
705,"Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)",1,"Romance"
706,"Citizen Kane (1941)",1,"Drama"
706,"Citizen Kane (1941)",1,"Mystery"
707,"2001: A Space Odyssey (1968)",1,"Adventure"
707,"2001: A Space Odyssey (1968)",1,"Drama"
707,"2001: A Space Odyssey (1968)",1,"Sci-Fi"
708,"All About Eve (1950)",1,"Drama"
709,"Women, The (1939)",1,"Comedy"
710,"Rebecca (1940)",1,"Drama"
710,"Rebecca (1940)",1,"Mystery"
710,"Rebecca (1940)",1,"Romance"
710,"Rebecca (1940)",1,"Thriller"
711,"Foreign Correspondent (1940)",1,"Drama"
711,"Foreign Correspondent (1940)",1,"Film-Noir"
711,"Foreign Correspondent (1940)",1,"Mystery"
711,"Foreign Correspondent (1940)",1,"Thriller"
712,"Notorious (1946)",1,"Film-Noir"
712,"Notorious (1946)",1,"Romance"
712,"Notorious (1946)",1,"Thriller"
713,"Spellbound (1945)",1,"Mystery"
713,"Spellbound (1945)",1,"Romance"
713,"Spellbound (1945)",1,"Thriller"
714,"Affair to Remember, An (1957)",1,"Drama"
714,"Affair to Remember, An (1957)",1,"Romance"
715,"To Catch a Thief (1955)",1,"Crime"
715,"To Catch a Thief (1955)",1,"Mystery"
715,"To Catch a Thief (1955)",1,"Romance"
715,"To Catch a Thief (1955)",1,"Thriller"
716,"Father of the Bride (1950)",1,"Comedy"
717,"Band Wagon, The (1953)",1,"Comedy"
717,"Band Wagon, The (1953)",1,"Musical"
718,"Ninotchka (1939)",1,"Comedy"
718,"Ninotchka (1939)",1,"Romance"
719,"Love in the Afternoon (1957)",1,"Comedy"
719,"Love in the Afternoon (1957)",1,"Romance"
720,"Gigi (1958)",1,"Musical"
721,"Adventures of Robin Hood, The (1938)",1,"Action"
721,"Adventures of Robin Hood, The (1938)",1,"Adventure"
721,"Adventures of Robin Hood, The (1938)",1,"Romance"
722,"Mark of Zorro, The (1940)",1,"Adventure"
723,"Laura (1944)",1,"Crime"
723,"Laura (1944)",1,"Film-Noir"
723,"Laura (1944)",1,"Mystery"
724,"Ghost and Mrs. Muir, The (1947)",1,"Drama"
724,"Ghost and Mrs. Muir, The (1947)",1,"Fantasy"
724,"Ghost and Mrs. Muir, The (1947)",1,"Romance"
725,"Lost Horizon (1937)",1,"Drama"
726,"Top Hat (1935)",1,"Comedy"
726,"Top Hat (1935)",1,"Musical"
726,"Top Hat (1935)",1,"Romance"
727,"To Be or Not to Be (1942)",1,"Comedy"
727,"To Be or Not to Be (1942)",1,"Drama"
727,"To Be or Not to Be (1942)",1,"War"
728,"My Man Godfrey (1936)",1,"Comedy"
728,"My Man Godfrey (1936)",1,"Romance"
729,"Giant (1956)",1,"Drama"
729,"Giant (1956)",1,"Romance"
729,"Giant (1956)",1,"Western"
730,"East of Eden (1955)",1,"Drama"
731,"Thin Man, The (1934)",1,"Comedy"
731,"Thin Man, The (1934)",1,"Crime"
732,"His Girl Friday (1940)",1,"Comedy"
732,"His Girl Friday (1940)",1,"Romance"
733,"Around the World in 80 Days (1956)",1,"Adventure"
733,"Around the World in 80 Days (1956)",1,"Comedy"
734,"It's a Wonderful Life (1946)",1,"Children"
734,"It's a Wonderful Life (1946)",1,"Drama"
734,"It's a Wonderful Life (1946)",1,"Fantasy"
734,"It's a Wonderful Life (1946)",1,"Romance"
735,"Mr. Smith Goes to Washington (1939)",1,"Drama"
736,"Bringing Up Baby (1938)",1,"Comedy"
736,"Bringing Up Baby (1938)",1,"Romance"
737,"Penny Serenade (1941)",1,"Drama"
737,"Penny Serenade (1941)",1,"Romance"
738,"Of Human Bondage (1934)",1,"Drama"
739,"Little Lord Fauntleroy (1936)",1,"Drama"
740,"Inspector General, The (1949)",1,"Musical"
741,"39 Steps, The (1935)",1,"Drama"
741,"39 Steps, The (1935)",1,"Mystery"
741,"39 Steps, The (1935)",1,"Thriller"
742,"Night of the Living Dead (1968)",1,"Horror"
742,"Night of the Living Dead (1968)",1,"Sci-Fi"
742,"Night of the Living Dead (1968)",1,"Thriller"
743,"African Queen, The (1951)",1,"Adventure"
743,"African Queen, The (1951)",1,"Comedy"
743,"African Queen, The (1951)",1,"Romance"
743,"African Queen, The (1951)",1,"War"
744,"Beat the Devil (1953)",1,"Adventure"
744,"Beat the Devil (1953)",1,"Comedy"
744,"Beat the Devil (1953)",1,"Crime"
744,"Beat the Devil (1953)",1,"Drama"
744,"Beat the Devil (1953)",1,"Romance"
745,"Cat on a Hot Tin Roof (1958)",1,"Drama"
746,"Meet John Doe (1941)",1,"Comedy"
746,"Meet John Doe (1941)",1,"Drama"
747,"Farewell to Arms, A (1932)",1,"Romance"
747,"Farewell to Arms, A (1932)",1,"War"
748,"Nothing Personal (1995)",1,"Drama"
748,"Nothing Personal (1995)",1,"War"
749,"Dangerous Ground (1997)",1,"Drama"
750,"Picnic (1955)",1,"Drama"
751,"Pompatus of Love, The (1996)",1,"Comedy"
751,"Pompatus of Love, The (1996)",1,"Drama"
752,"Fly Away Home (1996)",1,"Adventure"
752,"Fly Away Home (1996)",1,"Children"
753,"Bliss (1997)",1,"Drama"
753,"Bliss (1997)",1,"Romance"
754,"Grace of My Heart (1996)",1,"Comedy"
754,"Grace of My Heart (1996)",1,"Drama"
755,"Maximum Risk (1996)",1,"Action"
755,"Maximum Risk (1996)",1,"Adventure"
755,"Maximum Risk (1996)",1,"Thriller"
756,"Michael Collins (1996)",1,"Drama"
757,"Infinity (1996)",1,"Drama"
758,"Big Night (1996)",1,"Comedy"
758,"Big Night (1996)",1,"Drama"
759,"Last Man Standing (1996)",1,"Action"
759,"Last Man Standing (1996)",1,"Crime"
759,"Last Man Standing (1996)",1,"Drama"
759,"Last Man Standing (1996)",1,"Thriller"
760,"Set It Off (1996)",1,"Action"
760,"Set It Off (1996)",1,"Crime"
761,"2 Days in the Valley (1996)",1,"Crime"
761,"2 Days in the Valley (1996)",1,"Film-Noir"
762,"Extreme Measures (1996)",1,"Drama"
762,"Extreme Measures (1996)",1,"Thriller"
763,"Glimmer Man, The (1996)",1,"Action"
763,"Glimmer Man, The (1996)",1,"Thriller"
764,"D3: The Mighty Ducks (1996)",1,"Children"
764,"D3: The Mighty Ducks (1996)",1,"Comedy"
765,"Chamber, The (1996)",1,"Drama"
766,"Apple Dumpling Gang, The (1975)",1,"Children"
766,"Apple Dumpling Gang, The (1975)",1,"Comedy"
766,"Apple Dumpling Gang, The (1975)",1,"Western"
767,"Davy Crockett, King of the Wild Frontier (1955)",1,"Adventure"
767,"Davy Crockett, King of the Wild Frontier (1955)",1,"Western"
768,"Escape to Witch Mountain (1975)",1,"Adventure"
768,"Escape to Witch Mountain (1975)",1,"Children"
768,"Escape to Witch Mountain (1975)",1,"Fantasy"
769,"Love Bug, The (1969)",1,"Children"
769,"Love Bug, The (1969)",1,"Comedy"
770,"Herbie Rides Again (1974)",1,"Children"
770,"Herbie Rides Again (1974)",1,"Comedy"
770,"Herbie Rides Again (1974)",1,"Fantasy"
770,"Herbie Rides Again (1974)",1,"Romance"
771,"Old Yeller (1957)",1,"Children"
771,"Old Yeller (1957)",1,"Drama"
772,"Parent Trap, The (1961)",1,"Children"
772,"Parent Trap, The (1961)",1,"Comedy"
772,"Parent Trap, The (1961)",1,"Romance"
773,"Pollyanna (1960)",1,"Children"
773,"Pollyanna (1960)",1,"Comedy"
773,"Pollyanna (1960)",1,"Drama"
774,"Homeward Bound: The Incredible Journey (1993)",1,"Adventure"
774,"Homeward Bound: The Incredible Journey (1993)",1,"Children"
774,"Homeward Bound: The Incredible Journey (1993)",1,"Drama"
775,"Shaggy Dog, The (1959)",1,"Children"
775,"Shaggy Dog, The (1959)",1,"Comedy"
776,"Swiss Family Robinson (1960)",1,"Adventure"
776,"Swiss Family Robinson (1960)",1,"Children"
777,"That Darn Cat! (1965)",1,"Children"
777,"That Darn Cat! (1965)",1,"Comedy"
777,"That Darn Cat! (1965)",1,"Mystery"
778,"20,000 Leagues Under the Sea (1954)",1,"Adventure"
778,"20,000 Leagues Under the Sea (1954)",1,"Drama"
778,"20,000 Leagues Under the Sea (1954)",1,"Sci-Fi"
779,"Cool Runnings (1993)",1,"Comedy"
780,"Angels in the Outfield (1994)",1,"Children"
780,"Angels in the Outfield (1994)",1,"Comedy"
781,"Cinderella (1950)",1,"Animation"
781,"Cinderella (1950)",1,"Children"
781,"Cinderella (1950)",1,"Fantasy"
781,"Cinderella (1950)",1,"Musical"
781,"Cinderella (1950)",1,"Romance"
782,"Winnie the Pooh and the Blustery Day (1968)",1,"Animation"
782,"Winnie the Pooh and the Blustery Day (1968)",1,"Children"
782,"Winnie the Pooh and the Blustery Day (1968)",1,"Musical"
783,"Three Caballeros, The (1945)",1,"Animation"
783,"Three Caballeros, The (1945)",1,"Children"
783,"Three Caballeros, The (1945)",1,"Musical"
784,"Sword in the Stone, The (1963)",1,"Animation"
784,"Sword in the Stone, The (1963)",1,"Children"
784,"Sword in the Stone, The (1963)",1,"Fantasy"
784,"Sword in the Stone, The (1963)",1,"Musical"
785,"Robin Hood: Prince of Thieves (1991)",1,"Adventure"
785,"Robin Hood: Prince of Thieves (1991)",1,"Drama"
786,"Mary Poppins (1964)",1,"Children"
786,"Mary Poppins (1964)",1,"Comedy"
786,"Mary Poppins (1964)",1,"Fantasy"
786,"Mary Poppins (1964)",1,"Musical"
787,"Dumbo (1941)",1,"Animation"
787,"Dumbo (1941)",1,"Children"
787,"Dumbo (1941)",1,"Drama"
787,"Dumbo (1941)",1,"Musical"
788,"Pete's Dragon (1977)",1,"Adventure"
788,"Pete's Dragon (1977)",1,"Animation"
788,"Pete's Dragon (1977)",1,"Children"
788,"Pete's Dragon (1977)",1,"Musical"
789,"Bedknobs and Broomsticks (1971)",1,"Adventure"
789,"Bedknobs and Broomsticks (1971)",1,"Children"
789,"Bedknobs and Broomsticks (1971)",1,"Musical"
790,"Alice in Wonderland (1951)",1,"Adventure"
790,"Alice in Wonderland (1951)",1,"Animation"
790,"Alice in Wonderland (1951)",1,"Children"
790,"Alice in Wonderland (1951)",1,"Fantasy"
790,"Alice in Wonderland (1951)",1,"Musical"
791,"Fox and the Hound, The (1981)",1,"Animation"
791,"Fox and the Hound, The (1981)",1,"Children"
791,"Fox and the Hound, The (1981)",1,"Drama"
792,"Freeway (1996)",1,"Comedy"
792,"Freeway (1996)",1,"Crime"
792,"Freeway (1996)",1,"Drama"
792,"Freeway (1996)",1,"Thriller"
793,"Sound of Music, The (1965)",1,"Musical"
793,"Sound of Music, The (1965)",1,"Romance"
794,"Die Hard (1988)",1,"Action"
794,"Die Hard (1988)",1,"Crime"
794,"Die Hard (1988)",1,"Thriller"
795,"Lawnmower Man, The (1992)",1,"Action"
795,"Lawnmower Man, The (1992)",1,"Horror"
795,"Lawnmower Man, The (1992)",1,"Sci-Fi"
795,"Lawnmower Man, The (1992)",1,"Thriller"
796,"Secret Agent, The (1996)",1,"Drama"
797,"Secrets & Lies (1996)",1,"Drama"
798,"That Thing You Do! (1996)",1,"Comedy"
798,"That Thing You Do! (1996)",1,"Drama"
799,"To Gillian on Her 37th Birthday (1996)",1,"Drama"
799,"To Gillian on Her 37th Birthday (1996)",1,"Romance"
800,"Beautiful Thing (1996)",1,"Drama"
800,"Beautiful Thing (1996)",1,"Romance"
801,"Long Kiss Goodnight, The (1996)",1,"Action"
801,"Long Kiss Goodnight, The (1996)",1,"Drama"
801,"Long Kiss Goodnight, The (1996)",1,"Thriller"
802,"Ghost and the Darkness, The (1996)",1,"Action"
802,"Ghost and the Darkness, The (1996)",1,"Adventure"
803,"Looking for Richard (1996)",1,"Documentary"
803,"Looking for Richard (1996)",1,"Drama"
804,"Trees Lounge (1996)",1,"Drama"
805,"Normal Life (1996)",1,"Crime"
805,"Normal Life (1996)",1,"Drama"
805,"Normal Life (1996)",1,"Romance"
806,"Get on the Bus (1996)",1,"Drama"
807,"Shadow Conspiracy (1997)",1,"Thriller"
808,"Jude (1996)",1,"Drama"
809,"Everyone Says I Love You (1996)",1,"Comedy"
809,"Everyone Says I Love You (1996)",1,"Musical"
809,"Everyone Says I Love You (1996)",1,"Romance"
810,"William Shakespeare's Romeo + Juliet (1996)",1,"Drama"
810,"William Shakespeare's Romeo + Juliet (1996)",1,"Romance"
811,"Swingers (1996)",1,"Comedy"
811,"Swingers (1996)",1,"Drama"
812,"Sleepers (1996)",1,"Thriller"
813,"Aladdin and the King of Thieves (1996)",1,"Animation"
813,"Aladdin and the King of Thieves (1996)",1,"Children"
813,"Aladdin and the King of Thieves (1996)",1,"Comedy"
813,"Aladdin and the King of Thieves (1996)",1,"Fantasy"
813,"Aladdin and the King of Thieves (1996)",1,"Musical"
813,"Aladdin and the King of Thieves (1996)",1,"Romance"
814,"Shall We Dance (1937)",1,"Comedy"
814,"Shall We Dance (1937)",1,"Musical"
814,"Shall We Dance (1937)",1,"Romance"
815,"Crossfire (1947)",1,"Crime"
815,"Crossfire (1947)",1,"Film-Noir"
816,"Willy Wonka & the Chocolate Factory (1971)",1,"Children"
816,"Willy Wonka & the Chocolate Factory (1971)",1,"Comedy"
816,"Willy Wonka & the Chocolate Factory (1971)",1,"Fantasy"
816,"Willy Wonka & the Chocolate Factory (1971)",1,"Musical"
817,"Innocents, The (1961)",1,"Drama"
817,"Innocents, The (1961)",1,"Horror"
817,"Innocents, The (1961)",1,"Thriller"
818,"Sleeper (1973)",1,"Comedy"
818,"Sleeper (1973)",1,"Sci-Fi"
819,"Bananas (1971)",1,"Comedy"
819,"Bananas (1971)",1,"War"
820,"Fish Called Wanda, A (1988)",1,"Comedy"
820,"Fish Called Wanda, A (1988)",1,"Crime"
821,"Monty Python's Life of Brian (1979)",1,"Comedy"
822,"Victor/Victoria (1982)",1,"Comedy"
822,"Victor/Victoria (1982)",1,"Musical"
822,"Victor/Victoria (1982)",1,"Romance"
823,"Candidate, The (1972)",1,"Drama"
824,"Great Race, The (1965)",1,"Comedy"
824,"Great Race, The (1965)",1,"Musical"
825,"Bonnie and Clyde (1967)",1,"Crime"
825,"Bonnie and Clyde (1967)",1,"Drama"
826,"Old Man and the Sea, The (1958)",1,"Adventure"
826,"Old Man and the Sea, The (1958)",1,"Drama"
827,"Dial M for Murder (1954)",1,"Crime"
827,"Dial M for Murder (1954)",1,"Mystery"
827,"Dial M for Murder (1954)",1,"Thriller"
828,"Dirty Dancing (1987)",1,"Drama"
828,"Dirty Dancing (1987)",1,"Musical"
828,"Dirty Dancing (1987)",1,"Romance"
829,"Reservoir Dogs (1992)",1,"Crime"
829,"Reservoir Dogs (1992)",1,"Mystery"
829,"Reservoir Dogs (1992)",1,"Thriller"
830,"Platoon (1986)",1,"Drama"
830,"Platoon (1986)",1,"War"
831,"Weekend at Bernie's (1989)",1,"Comedy"
832,"Basic Instinct (1992)",1,"Crime"
832,"Basic Instinct (1992)",1,"Mystery"
